,bias2,hidden_size,test_acc,test_loss,train_acc,train_loss,train_size,variance
0,0.8808167576789856,4.0,19.854,0.9072111585140226,22.204081632653057,0.9008657693862915,392.0,0.02639443799853325
1,0.8819699287414551,5.0,19.780399999999997,0.9070743710696696,21.811224489795915,0.8995861738920212,392.0,0.025104492902755737
2,0.8477329611778259,6.0,24.414399999999997,0.8795241644084456,27.82653061224489,0.8666253581643104,392.0,0.03179118409752846
3,0.8514253497123718,7.0,24.8598,0.8822447014302015,27.05102040816327,0.872517466545105,392.0,0.0308193601667881
4,0.8191795349121094,8.0,28.893999999999995,0.8553701448291539,33.09183673469387,0.8403176173567772,392.0,0.03619062155485153
5,0.824492335319519,9.0,29.132799999999992,0.8596170514822006,32.78061224489796,0.8454496622085571,392.0,0.03512474521994591
6,0.7976024746894836,11.0,32.794200000000004,0.8377159200757741,37.48979591836735,0.8203870728611946,392.0,0.04011346027255058
7,0.7769564390182495,12.0,36.069399999999995,0.8202766049057246,41.066326530612244,0.8004697307944297,392.0,0.043320171535015106
8,0.7513718605041504,14.0,40.04860000000001,0.7996718350201845,45.21428571428571,0.7768390640616417,392.0,0.04829994589090347
9,0.7378818392753601,16.0,40.8254,0.7895836927592752,46.72448979591837,0.7623958840966225,392.0,0.05170184746384621
10,0.7187286019325256,18.0,43.25339999999999,0.7751165096908806,50.127551020408156,0.745575562119484,392.0,0.05638790503144264
11,0.6965851187705994,21.0,47.00499999999999,0.7561583042070268,53.79591836734693,0.7229521632194519,392.0,0.05957314744591713
12,0.6717769503593445,25.0,49.91939999999999,0.7361374670937657,57.26530612244899,0.6977930039167404,392.0,0.06436049938201904
13,0.6469506025314331,28.0,53.2574,0.7162345061898232,61.47448979591836,0.6708288997411728,392.0,0.0692838728427887
14,0.6236392259597778,32.0,55.33839999999999,0.6974529734849929,64.79591836734694,0.6445765905082226,392.0,0.07381374388933182
15,0.6049173474311829,37.0,57.26860000000002,0.6822555965036153,67.07653061224488,0.6272735081613063,392.0,0.07733829319477081
16,0.5714473724365234,43.0,61.138000000000005,0.6532954220324754,71.44387755102039,0.5889113038778305,392.0,0.08184805512428284
17,0.544853925704956,50.0,64.23499999999999,0.6296911219507455,74.9795918367347,0.5594876430928707,392.0,0.08483719825744629
18,0.5324065685272217,57.0,64.7478,0.6229679330810904,76.47448979591833,0.5415119677782059,392.0,0.0905613973736763
19,0.503401517868042,66.0,67.10139999999998,0.5973081193193792,80.01020408163266,0.5045260153710842,392.0,0.09390658885240555
20,0.48057591915130615,76.0,69.87800000000001,0.5775276344865561,82.64285714285712,0.47981075420975683,392.0,0.09695171564817429
21,0.4630342721939087,87.0,70.75720000000001,0.5646724301874636,84.94897959183672,0.4514920450747013,392.0,0.10163815319538116
22,0.44078147411346436,100.0,72.3984,0.5477320030033588,87.5408163265306,0.4172135256230831,392.0,0.10695052146911621
23,0.4193078875541687,116.0,74.26620000000001,0.5307897302769125,89.59693877551024,0.3930386520922184,392.0,0.11148183047771454
24,0.4035411775112152,133.0,75.2636,0.5194386296831073,91.56122448979593,0.36117799282073976,392.0,0.11589744687080383
25,0.3882744610309601,153.0,76.2336,0.5118540946133435,93.41836734693875,0.3343407027423382,392.0,0.12357964366674423
26,0.37371280789375305,176.0,76.4304,0.5081814674809577,95.35204081632648,0.3021503120660782,392.0,0.13446864485740662
27,0.35508108139038086,203.0,77.649,0.49866211440041674,96.65816326530611,0.27440304718911646,392.0,0.14358103275299072
28,0.3384391665458679,234.0,78.30179999999997,0.49486355801671744,97.91836734693874,0.24223154075443745,392.0,0.1564243882894516
29,0.32435333728790283,269.0,79.09740000000004,0.49112821869552137,98.76530612244895,0.21485372334718705,392.0,0.16677488386631012
30,0.31046062707901,310.0,79.1672,0.4932085880413652,99.40306122448973,0.1809192832559347,392.0,0.1827479600906372
31,0.29849645495414734,357.0,79.27839999999998,0.5020111356712877,99.72959183673466,0.1558778053149581,392.0,0.20351466536521912
32,0.2860785722732544,411.0,79.3376,0.5111535511650145,99.94897959183672,0.12802802883088588,392.0,0.22507499158382416
33,0.2765490412712097,473.0,79.1316,0.5229208325669168,99.98979591836735,0.10001887399703265,392.0,0.2463718056678772
34,0.26362600922584534,545.0,79.58460000000001,0.5266273979209363,100.0,0.07489432608708739,392.0,0.263001412153244
35,0.257198303937912,627.0,79.7252,0.5309722661376,99.99489795918367,0.05468585537746549,392.0,0.2737739384174347
36,0.251828670501709,722.0,80.2528,0.5222604777403174,100.0,0.038822541432455185,392.0,0.2704318165779114
37,0.24405941367149353,831.0,81.11060000000002,0.5062324368767439,100.0,0.028011355362832547,392.0,0.26217302680015564
38,0.24130018055438995,957.0,81.9012,0.4815182848274707,100.0,0.019538439763709902,392.0,0.2402181178331375
39,0.2408926635980606,1102.0,82.52159999999999,0.4615354482755064,100.0,0.01430787646677345,392.0,0.2206427901983261
40,0.23838616907596588,1269.0,83.52880000000003,0.4348535025268794,100.0,0.010616386728361248,392.0,0.196467325091362
41,0.2360108196735382,1461.0,84.2234,0.4161472610272468,100.0,0.008531192387454211,392.0,0.18013644218444824
42,0.2373272031545639,1682.0,84.36900000000001,0.40440277416259074,100.0,0.006919367180671543,392.0,0.16707555949687958
43,0.23358754813671112,1937.0,85.11039999999998,0.38724855638109146,100.0,0.005930337437894196,392.0,0.15366099774837494
44,0.23374013602733612,2230.0,85.42200000000003,0.3776918988283724,100.0,0.005177090555662289,392.0,0.14395175874233246
45,0.2335929423570633,2568.0,85.52619999999999,0.3711026963498443,100.0,0.00452974226209335,392.0,0.13750974833965302
